,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Primary Built,Secondary Built,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Total Cu Cost,Total Fe Cost,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe,Primary current,Primary voltage,Primary power,Secondary current,Secondary voltage,Secondary power,Frequency,B max,bobbin,efficiency,Primary Layers,Secondary Layers,Weight Cu Primary,weight Cu Secondary
5195,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,200.0,155.0,130.0,25.0,6.8,7.0,18.8,218.12778,73.8374291115312,47.668250971886685,36.921118348531195,6319.05705,36354.63,145.41852,6.651639,42673.68705,27,27,76,79,36,36,2052,2133,0.019152,0.019908,1118.52,4502.0,6.651639,145.41852,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1631733767128,1,1,3.2614488,3.3901902
5643,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,250.0,135.0,125.0,25.0,6.8,7.0,18.8,218.32638749999995,73.66099558916193,46.479174691774425,37.381500411047995,6303.95775,36387.73125,145.55092499999998,6.635745,42691.689,25,25,82,85,35,35,2050,2125,0.019133333333333332,0.01983333333333333,1150.5,4439.0,6.635745,145.55092499999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16296403968657,1,1,3.25827,3.377475
4690,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,180.0,170.0,120.0,25.0,6.8,7.0,18.8,218.786022,72.88468809073723,50.87185595115927,36.42599318051595,6237.52083,36464.337,145.857348,6.5658114,42701.85783,27,27,75,78,33,33,2025,2106,0.0189,0.019655999999999996,1020.48,4590.0,6.5658114,145.857348,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16595372795244,1,1,3.218535,3.3472764
3588,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,175.0,150.0,25.0,6.8,7.0,18.8,215.4891375,79.30686830497794,47.20696979022202,35.290670724041014,6787.1353500000005,35914.85625,143.659425,7.144353000000001,42701.991599999994,31,31,71,74,43,43,2201,2294,0.020542666666666664,0.021410666666666665,1215.6,4697.5,7.144353000000001,143.659425,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13645607315821,1,1,3.4982694,3.6460836
4092,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,165.0,170.0,145.0,25.0,6.8,7.0,18.8,216.470826,77.80718336483932,47.30636985612501,35.79517843136347,6658.7913,36078.471,144.313884,7.009254,42737.262299999995,30,30,72,75,41,41,2160,2250,0.02016,0.020999999999999998,1189.58,4638.5,7.009254,144.313884,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14134386989421,1,1,3.433104,3.57615
4306,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,170.0,165.0,150.0,25.0,6.8,7.0,18.8,216.470826,77.80718336483932,46.00004036595029,35.99721928286866,6658.7913,36078.471,144.313884,7.009254,42737.262299999995,30,30,72,75,43,43,2160,2250,0.02016,0.020999999999999998,1230.6,4607.0,7.009254,144.313884,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14134386989421,1,1,3.433104,3.57615
5570,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,230.0,145.0,120.0,25.0,6.8,7.0,18.8,219.52370699999997,71.89666036546944,47.982900134989805,37.37004704122869,6152.96475,36587.284499999994,146.34913799999998,6.476805,42740.24924999999,25,25,80,83,33,33,2000,2075,0.018666666666666665,0.019366666666666664,1080.48,4465.0,6.476805,146.34913799999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16831732683298,1,1,3.1788,3.298005
4837,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,185.0,160.0,140.0,25.0,6.8,7.0,18.8,218.35476,74.59609325771896,46.105078831224965,36.57081095095366,6383.98404,36392.46,145.56984,6.719983200000001,42776.44404,28,28,74,77,40,40,2072,2156,0.019338666666666664,0.020122666666666667,1176.56,4559.0,6.719983200000001,145.56984,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1538691145601,1,1,3.2932368,3.4267464000000003
5288,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,205.0,155.0,125.0,25.0,6.8,7.0,18.8,219.97482974999997,72.02016383112792,47.77647863361264,37.090722946882046,6163.534260000001,36662.471625,146.64988649999998,6.487930800000001,42826.005885,26,26,77,80,35,35,2002,2080,0.01868533333333333,0.01941333333333333,1088.0,4515.0,6.487930800000001,146.64988649999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16289219181279,1,1,3.1819788,3.305952
5092,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,195.0,155.0,140.0,25.0,6.8,7.0,18.8,219.53505599999997,72.88468809073723,44.78984236683311,36.87101775110825,6237.52083,36589.17599999999,146.35670399999998,6.5658114,42826.69682999999,27,27,75,78,40,40,2025,2106,0.0189,0.019655999999999996,1190.56,4538.5,6.5658114,146.35670399999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1588824459027,1,1,3.218535,3.3472764
5429,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,215.0,150.0,125.0,25.0,6.8,7.0,18.8,219.60315000000003,72.937618147448,47.82523773528305,37.226335193078754,6242.050619999999,36600.525,146.40210000000002,6.570579599999999,42842.57562,26,26,78,81,35,35,2028,2106,0.018928,0.019655999999999996,1100.5,4487.5,6.570579599999999,146.40210000000002,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1577400105834,1,1,3.2233032,3.3472764
4978,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,190.0,165.0,120.0,25.0,6.8,7.0,18.8,220.590513,71.10270951480781,49.363305465523624,36.78654863012652,6085.0179,36765.0855,147.060342,6.405282,42850.1034,26,26,76,79,33,33,1976,2054,0.018442666666666666,0.019170666666666666,1032.48,4573.0,6.405282,147.060342,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16574118361127,1,1,3.1406544,3.2646276000000003
3605,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,185.0,125.0,25.0,6.8,7.0,18.8,218.03982524999998,76.23692501575297,52.05975214762001,35.358909738994015,6524.4075299999995,36339.970875,145.3598835,6.8677974,42864.378404999996,29,29,73,76,35,35,2117,2204,0.019758666666666664,0.020570666666666664,1038.0,4742.0,6.8677974,145.3598835,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14135575130952,1,1,3.3647598,3.5030376000000003
3611,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,185.0,120.0,30.0,6.8,7.0,18.8,218.03982524999998,76.23692501575297,53.845083855543436,35.26372768920841,6524.4075299999995,36339.970875,145.3598835,6.8677974,42864.378404999996,29,29,73,76,33,33,2117,2204,0.019758666666666664,0.020570666666666664,996.48,4757.5,6.8677974,145.3598835,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14135575130952,1,1,3.3647598,3.5030376000000003
5603,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,235.0,140.0,130.0,25.0,6.8,7.0,18.8,220.295439,71.89666036546944,44.913096049918266,37.43006478767838,6152.96475,36715.9065,146.86362599999998,6.476805,42868.87125,25,25,80,83,36,36,2000,2075,0.018666666666666665,0.019366666666666664,1170.52,4472.0,6.476805,146.86362599999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16103142513748,1,1,3.1788,3.298005
3326,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,185.0,135.0,25.0,6.8,7.0,18.8,217.30497749999998,77.80718336483932,50.18268565550981,35.07117689470497,6658.7913,36217.49625,144.86998499999999,7.009254,42876.287549999994,30,30,72,75,38,38,2160,2250,0.02016,0.020999999999999998,1107.54,4773.0,7.009254,144.86998499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13347308651323,1,1,3.433104,3.57615
3333,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,185.0,130.0,30.0,6.8,7.0,18.8,217.30497749999998,77.80718336483932,51.77169497458295,34.980397767383955,6658.7913,36217.49625,144.86998499999999,7.009254,42876.287549999994,30,30,72,75,36,36,2160,2250,0.02016,0.020999999999999998,1066.52,4788.0,7.009254,144.86998499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13347308651323,1,1,3.433104,3.57615
4105,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,165.0,180.0,120.0,25.0,6.8,7.0,18.8,219.092445,74.59609325771896,52.36568840116584,35.86887813048079,6383.98404,36515.4075,146.06163,6.719983200000001,42899.391540000004,28,28,74,77,33,33,2072,2156,0.019338666666666664,0.020122666666666667,1008.48,4683.0,6.719983200000001,146.06163,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14690669757309,1,1,3.2932368,3.4267464000000003
4686,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,180.0,165.0,135.0,25.0,6.8,7.0,18.8,219.092445,74.59609325771896,47.5110724408618,36.44845164234269,6383.98404,36515.4075,146.06163,6.719983200000001,42899.391540000004,28,28,74,77,38,38,2072,2156,0.019338666666666664,0.020122666666666667,1134.54,4593.0,6.719983200000001,146.06163,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14690669757309,1,1,3.2932368,3.4267464000000003
5486,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,220.0,150.0,120.0,25.0,6.8,7.0,18.8,220.96502999999996,71.01449275362319,47.936252875431926,37.34476212256317,6077.46825,36827.505,147.31001999999998,6.397335,42904.973249999995,25,25,79,82,33,33,1975,2050,0.018433333333333333,0.019133333333333332,1068.48,4498.0,6.397335,147.31001999999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16303824635376,1,1,3.139065,3.25827
5094,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,195.0,160.0,125.0,25.0,6.8,7.0,18.8,219.53505599999997,73.8374291115312,49.2378131012481,36.87101775110825,6319.05705,36589.17599999999,146.35670399999998,6.651639,42908.233049999995,27,27,76,79,35,35,2052,2133,0.019152,0.019908,1075.5,4538.5,6.651639,146.35670399999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14988954751352,1,1,3.2614488,3.3901902
5365,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,210.0,155.0,120.0,25.0,6.8,7.0,18.8,221.64597,70.13232514177693,47.88853603993129,37.24157782515035,6001.971750000001,36940.995,147.76398,6.317865,42942.96675000001,25,25,78,81,33,33,1950,2025,0.018199999999999997,0.0189,1056.48,4527.0,6.317865,147.76398,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.16493800415901,1,1,3.09933,3.218535
3018,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,145.0,180.0,160.0,25.0,6.8,7.0,18.8,216.23249700000002,80.73597983616887,45.88969819713329,34.7478415959361,6909.4396799999995,36038.7495,144.154998,7.2730944,42948.18918,32,32,70,73,46,46,2240,2336,0.020906666666666664,0.021802666666666665,1280.64,4803.0,7.2730944,144.154998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.11596206685276,1,1,3.560256,3.7128384
4324,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,170.0,175.0,120.0,30.0,6.8,7.0,18.8,219.4612875,74.59609325771896,52.36568840116584,35.98858877735129,6383.98404,36576.88125,146.307525,6.719983200000001,42960.86529,28,28,74,77,33,33,2072,2156,0.019338666666666664,0.020122666666666667,1008.48,4672.0,6.719983200000001,146.307525,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1434258632812,1,1,3.2932368,3.4267464000000003
4514,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,175.0,170.0,130.0,25.0,6.8,7.0,18.8,219.4612875,74.59609325771896,49.01548648091427,36.29040902558057,6383.98404,36576.88125,146.307525,6.719983200000001,42960.86529,28,28,74,77,36,36,2072,2156,0.019338666666666664,0.020122666666666667,1092.52,4625.0,6.719983200000001,146.307525,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1434258632812,1,1,3.2932368,3.4267464000000003
4319,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,170.0,175.0,125.0,25.0,6.8,7.0,18.8,219.4612875,74.59609325771896,50.62940874078576,36.097115400510496,6383.98404,36576.88125,146.307525,6.719983200000001,42960.86529,28,28,74,77,35,35,2072,2156,0.019338666666666664,0.020122666666666667,1050.5,4655.0,6.719983200000001,146.307525,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1434258632812,1,1,3.2932368,3.4267464000000003
5286,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,205.0,150.0,140.0,25.0,6.8,7.0,18.8,219.8585025,73.8374291115312,44.837838540299195,37.08130475121338,6319.05705,36643.08375,146.57233499999998,6.651639,42962.1408,27,27,76,79,40,40,2052,2133,0.019152,0.019908,1204.56,4514.0,6.651639,146.57233499999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14683692268778,1,1,3.2614488,3.3901902
3866,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,160.0,180.0,130.0,25.0,6.8,7.0,18.8,218.990304,76.23692501575297,50.40023458808051,35.64769998941012,6524.4075299999995,36498.384,145.993536,6.8677974,43022.791529999995,29,29,73,76,36,36,2117,2204,0.019758666666666664,0.020570666666666664,1079.52,4716.0,6.8677974,145.993536,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13238744081632,1,1,3.3647598,3.5030376000000003
3872,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,160.0,180.0,125.0,30.0,6.8,7.0,18.8,218.990304,76.23692501575297,52.05975214762001,35.54811022294586,6524.4075299999995,36498.384,145.993536,6.8677974,43022.791529999995,29,29,73,76,35,35,2117,2204,0.019758666666666664,0.020570666666666664,1038.0,4732.0,6.8677974,145.993536,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13238744081632,1,1,3.3647598,3.5030376000000003
4680,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,180.0,160.0,150.0,25.0,6.8,7.0,18.8,218.990304,76.23692501575297,44.78147425235509,36.44096907283143,6524.4075299999995,36498.384,145.993536,6.8677974,43022.791529999995,29,29,73,76,43,43,2117,2204,0.019758666666666664,0.020570666666666664,1245.6,4592.0,6.8677974,145.993536,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13238744081632,1,1,3.3647598,3.5030376000000003
5636,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,245.0,140.0,120.0,25.0,6.8,7.0,18.8,221.88429899999994,70.71455576559546,46.47917469177443,37.54891122036777,6051.799440000001,36980.716499999995,147.92286599999997,6.3703152,43032.51594,24,24,82,85,33,33,1968,2040,0.018368,0.019039999999999998,1104.48,4487.0,6.3703152,147.92286599999997,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.15719169770114,1,1,3.1279391999999997,3.2423759999999997
4976,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,190.0,160.0,135.0,25.0,6.8,7.0,18.8,220.806144,72.88468809073723,46.155727291896056,36.80295404448316,6237.52083,36801.024,147.204096,6.5658114,43038.54483,27,27,75,78,38,38,2025,2106,0.0189,0.019655999999999996,1148.04,4575.0,6.5658114,147.204096,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14688504947952,1,1,3.218535,3.3472764
3317,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,180.0,150.0,25.0,6.8,7.0,18.8,217.56033000000002,79.30686830497794,47.20696979022202,35.08699916682979,6787.1353500000005,36260.055,145.04022,7.144353000000001,43047.190350000004,31,31,71,74,43,43,2201,2294,0.020542666666666664,0.021410666666666665,1215.6,4776.0,7.144353000000001,145.04022,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.11691728573669,1,1,3.4982694,3.6460836
5485,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,220.0,145.0,135.0,25.0,6.8,7.0,18.8,220.84019099999995,72.937618147448,44.87961426087168,37.334189787761,6242.050619999999,36806.69849999999,147.22679399999996,6.570579599999999,43048.74911999999,26,26,78,81,38,38,2028,2106,0.018928,0.019655999999999996,1188.54,4497.0,6.570579599999999,147.22679399999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14606420894005,1,1,3.2233032,3.3472764
3598,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,180.0,140.0,25.0,6.8,7.0,18.8,218.479599,77.80718336483932,48.69763108357009,35.386990016470634,6658.7913,36413.2665,145.653066,7.009254,43072.057799999995,30,30,72,75,40,40,2160,2250,0.02016,0.020999999999999998,1148.56,4747.0,7.009254,145.653066,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.12239190081311,1,1,3.433104,3.57615
5198,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,200.0,160.0,120.0,25.0,6.8,7.0,18.8,221.53248000000002,72.02016383112792,49.414920206589166,37.056871591049045,6163.534260000001,36922.08,147.68832,6.487930800000001,43085.61426,26,26,77,80,33,33,2002,2080,0.01868533333333333,0.01941333333333333,1044.48,4552.0,6.487930800000001,147.68832,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14818922107469,1,1,3.1819788,3.305952
5621,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,240.0,140.0,125.0,25.0,6.8,7.0,18.8,221.169312,72.7788279773157,46.4360406589443,37.497266925201075,6228.46125,36861.551999999996,147.44620799999998,6.556275,43090.013249999996,25,25,81,84,35,35,2025,2100,0.0189,0.0196,1138.0,4480.0,6.556275,147.44620799999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14445676255404,1,1,3.218535,3.33774
5531,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,225.0,145.0,130.0,25.0,6.8,7.0,18.8,222.15667499999998,71.01449275362319,44.86943314411028,37.445724114922676,6077.46825,37026.112499999996,148.10444999999999,6.397335,43103.580749999994,25,25,79,82,36,36,1975,2050,0.018433333333333333,0.019133333333333332,1157.52,4507.5,6.397335,148.10444999999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.15178963824026,1,1,3.139065,3.25827
5364,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,210.0,150.0,135.0,25.0,6.8,7.0,18.8,221.64597,72.02016383112792,44.83385830066534,37.24157782515035,6163.534260000001,36940.995,147.76398,6.487930800000001,43104.52926,26,26,77,80,38,38,2002,2080,0.01868533333333333,0.01941333333333333,1175.04,4527.0,6.487930800000001,147.76398,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1471181402905,1,1,3.1819788,3.305952
4508,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,175.0,165.0,145.0,25.0,6.8,7.0,18.8,219.56059125000002,76.23692501575297,46.05319836311593,36.297489823805044,6524.4075299999995,36593.431875,146.3737275,6.8677974,43117.839405,29,29,73,76,41,41,2117,2204,0.019758666666666664,0.020570666666666664,1204.08,4626.0,6.8677974,146.3737275,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.12700724933218,1,1,3.3647598,3.5030376000000003
4099,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,165.0,175.0,135.0,25.0,6.8,7.0,18.8,219.56059125000002,76.23692501575297,48.853318990991205,35.900515206524794,6524.4075299999995,36593.431875,146.3737275,6.8677974,43117.839405,29,29,73,76,38,38,2117,2204,0.019758666666666664,0.020570666666666664,1121.04,4688.0,6.8677974,146.3737275,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.12700724933218,1,1,3.3647598,3.5030376000000003
4313,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,170.0,170.0,140.0,25.0,6.8,7.0,18.8,219.75068699999997,76.23692501575297,47.40760432318654,36.11720375760786,6524.4075299999995,36625.114499999996,146.50045799999998,6.8677974,43149.52202999999,29,29,73,76,40,40,2117,2204,0.019758666666666664,0.020570666666666664,1162.56,4658.0,6.8677974,146.50045799999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1252139846174,1,1,3.3647598,3.5030376000000003
3306,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,175.0,165.0,25.0,6.8,7.0,18.8,217.4752125,80.73597983616887,44.73800041748514,35.081727452162106,6909.4396799999995,36245.86875,144.983475,7.2730944,43155.308430000005,32,32,70,73,47,47,2240,2336,0.020906666666666664,0.021802666666666665,1320.66,4775.0,7.2730944,144.983475,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.10424279744726,1,1,3.560256,3.7128384
4842,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,185.0,165.0,130.0,25.0,6.8,7.0,18.8,221.71406399999998,72.88468809073723,47.61722501441519,36.69946028571179,6237.52083,36952.344,147.809376,6.5658114,43189.86483,27,27,75,78,36,36,2025,2106,0.0189,0.019655999999999996,1105.52,4609.5,6.5658114,147.809376,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13831729448506,1,1,3.218535,3.3472764
3859,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,160.0,175.0,145.0,25.0,6.8,7.0,18.8,219.26268,77.80718336483932,47.30636985612501,35.66557988878818,6658.7913,36543.78,146.17512,7.009254,43202.571299999996,30,30,72,75,41,41,2160,2250,0.02016,0.020999999999999998,1189.58,4719.0,7.009254,146.17512,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.11500584819997,1,1,3.433104,3.57615
3589,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,175.0,155.0,25.0,6.8,7.0,18.8,218.56755374999995,79.30686830497794,45.94555704664629,35.39259841250705,6787.1353500000005,36427.925624999996,145.71170249999997,7.144353000000001,43215.060975,31,31,71,74,44,44,2201,2294,0.020542666666666664,0.021410666666666665,1256.12,4748.0,7.144353000000001,145.71170249999997,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.10741838707006,1,1,3.4982694,3.6460836
5649,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,255.0,135.0,125.0,25.0,6.8,7.0,18.8,222.69291525,71.56143667296786,44.97887258577605,37.592715288422454,6124.27608,37115.485875,148.4619435,6.446606399999999,43239.761954999994,24,24,83,86,35,35,1992,2064,0.018592,0.019264,1163.0,4497.0,6.446606399999999,148.4619435,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14156711245433,1,1,3.1660847999999997,3.2805215999999997
5196,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,200.0,155.0,135.0,25.0,6.8,7.0,18.8,221.64597,73.8374291115312,46.20518712869145,37.06582593210427,6319.05705,36940.995,147.76398,6.651639,43260.052050000006,27,27,76,79,38,38,2052,2133,0.019152,0.019908,1161.54,4553.0,6.651639,147.76398,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.12997061277346,1,1,3.2614488,3.3901902
4093,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,165.0,170.0,150.0,25.0,6.8,7.0,18.8,219.6542205,77.80718336483932,46.00004036595029,35.906833821418445,6658.7913,36609.03675,146.436147,7.009254,43267.82805,30,30,72,75,43,43,2160,2250,0.02016,0.020999999999999998,1230.6,4689.0,7.009254,146.436147,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.11131324315335,1,1,3.433104,3.57615
4691,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,180.0,170.0,125.0,25.0,6.8,7.0,18.8,222.25881599999994,72.88468809073723,49.1851070231758,36.5611293569112,6237.52083,37043.13599999999,148.17254399999996,6.5658114,43280.65682999999,27,27,75,78,35,35,2025,2106,0.0189,0.019655999999999996,1063.0,4642.0,6.5658114,148.17254399999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13317736684814,1,1,3.218535,3.3472764
4519,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,175.0,175.0,120.0,25.0,6.8,7.0,18.8,222.4404,72.88468809073723,50.87185595115927,36.38842621430407,6237.52083,37073.4,148.2936,6.5658114,43310.92083,27,27,75,78,33,33,2025,2106,0.0189,0.019655999999999996,1020.48,4672.5,6.5658114,148.2936,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.13146417850993,1,1,3.218535,3.3472764
3873,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,160.0,185.0,120.0,25.0,6.8,7.0,18.8,221.71406399999998,74.59609325771896,52.36568840116584,35.725942520154774,6383.98404,36952.344,147.809376,6.719983200000001,43336.32804,28,28,74,77,33,33,2072,2156,0.019338666666666664,0.020122666666666667,1008.48,4762.0,6.719983200000001,147.809376,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1221714115823,1,1,3.2932368,3.4267464000000003
4838,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,185.0,160.0,145.0,25.0,6.8,7.0,18.8,221.71406399999998,74.59609325771896,44.78788521956644,36.69946028571179,6383.98404,36952.344,147.809376,6.719983200000001,43336.32804,28,28,74,77,41,41,2072,2156,0.019338666666666664,0.020122666666666667,1218.58,4609.5,6.719983200000001,147.809376,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.1221714115823,1,1,3.2932368,3.4267464000000003
5604,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,235.0,145.0,120.0,25.0,6.8,7.0,18.8,224.29596149999998,69.86767485822305,46.43604065894429,37.61927734798309,5979.322799999999,37382.66024999999,149.53064099999997,6.294023999999999,43361.983049999995,24,24,81,84,33,33,1944,2016,0.018143999999999997,0.018816,1092.48,4525.5,6.294023999999999,149.53064099999997,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.14242315597879,1,1,3.0897935999999997,3.2042303999999997
